CategoryCode,ItemCode,DateID,DailySales
category_5,609011,8/15/2021,5
category_7,19949,7/27/2021,7
category_2,39821,11/3/2021,3
category_6,255293,10/18/2021,2
category_5,24527,5/9/2021,57
category_7,28445,11/23/2021,9
category_6,255275,5/9/2021,4
category_3,711035,3/18/2021,6
category_2,673367,7/20/2021,3
category_4,557711,3/4/2021,6
category_2,696323,10/3/2021,2
category_1,698633,3/16/2021,1
category_1,28271,3/16/2021,9
category_4,683195,11/3/2021,6
category_8,11675,11/23/2021,3
category_1,704297,3/18/2021,1
category_3,87977,10/27/2021,4
category_6,255281,10/3/2021,6
category_2,58361,7/21/2021,19
category_7,29627,7/27/2021,14
category_7,19949,10/3/2021,5
category_1,688349,3/11/2021,6
category_8,15845,10/28/2021,1
category_2,711371,10/18/2021,3
category_2,88007,3/11/2021,5
category_8,650207,7/29/2021,4
category_6,255281,11/3/2021,3
category_6,255335,3/18/2021,9
category_2,29075,11/3/2021,5
category_8,705371,5/9/2021,8
category_1,688343,5/9/2021,8
category_3,58955,7/29/2021,25
category_1,707747,10/28/2021,21
category_6,255353,10/18/2021,2
category_2,709637,7/23/2021,2
category_3,58955,3/4/2021,9
category_2,21485,11/15/2021,8
category_1,28319,8/15/2021,2
category_1,28271,3/4/2021,8
category_2,696323,3/18/2021,2
category_2,577277,10/18/2021,1
category_6,255329,10/28/2021,6
category_2,39821,10/18/2021,5
category_5,43487,10/18/2021,18
category_6,255377,3/18/2021,1
category_6,255293,3/18/2021,4
category_7,24443,11/3/2021,19
category_1,24587,11/15/2021,18
category_7,24443,7/21/2021,10
category_1,57983,7/20/2021,6
category_2,15701,3/3/2021,3
category_4,82193,8/3/2021,67
category_1,11519,10/28/2021,51
category_5,664721,11/23/2021,12
category_2,58361,10/27/2021,2
category_2,29075,7/29/2021,8
category_8,705365,7/20/2021,3
category_7,20093,3/18/2021,5
category_6,255353,3/3/2021,6
category_1,705797,10/14/2021,1
category_8,705371,7/28/2021,3
category_6,692831,7/20/2021,4
category_4,668759,7/20/2021,16
category_8,705365,11/23/2021,4
category_3,707075,7/20/2021,6
category_2,39821,3/16/2021,13
category_2,73535,11/3/2021,14
category_6,692861,11/23/2021,7
category_6,255311,3/4/2021,7
category_6,255371,7/20/2021,2
category_2,21485,11/3/2021,5
category_2,711383,7/28/2021,6
category_5,664721,11/16/2021,7
category_1,688349,11/16/2021,3
category_2,673367,7/29/2021,3
category_2,116279,8/3/2021,8
category_2,266135,5/9/2021,7
category_7,184589,5/9/2021,16
category_1,28271,7/29/2021,4
category_2,39821,7/29/2021,7
category_6,255353,11/23/2021,4
category_6,255389,3/3/2021,7
category_2,696323,7/20/2021,3
category_3,11279,10/14/2021,8
category_3,25229,7/21/2021,26
category_6,255329,10/3/2021,13
category_1,57983,7/27/2021,4
category_3,87977,3/3/2021,3
category_6,255275,10/27/2021,4
category_7,566891,5/9/2021,7
category_1,688361,11/16/2021,5
category_2,43847,3/4/2021,2
category_4,163709,3/4/2021,12
category_2,543389,7/21/2021,1
category_7,709751,7/29/2021,5
category_1,696443,3/4/2021,1
category_8,705371,11/3/2021,3
category_1,688343,10/3/2021,13
category_1,698633,3/4/2021,3
category_7,29627,3/4/2021,22
category_6,692861,10/27/2021,9
category_6,255257,7/23/2021,3
category_8,596207,3/18/2021,3
category_7,29627,11/15/2021,17
category_1,11519,11/15/2021,69
category_4,82193,7/27/2021,92
category_7,566891,8/3/2021,65
category_2,602639,7/27/2021,3
category_3,11279,8/3/2021,4
category_2,673367,3/4/2021,1
category_8,11675,8/3/2021,2
category_5,609011,7/23/2021,6
category_6,255353,7/28/2021,2
category_1,24587,10/27/2021,29
category_3,11279,7/28/2021,12
category_1,79691,8/3/2021,16
category_6,255353,3/18/2021,5
category_2,88007,7/27/2021,18
category_5,570311,10/18/2021,13
category_5,24527,3/3/2021,103
category_2,116279,5/9/2021,3
category_5,24527,11/15/2021,63
category_6,568793,3/11/2021,2
category_4,557711,10/27/2021,28
category_2,115043,3/16/2021,4
category_6,255317,7/27/2021,3
category_2,26279,11/23/2021,1
category_8,705365,11/16/2021,3
category_6,255257,11/23/2021,6
category_2,20573,7/20/2021,8
category_6,255317,10/18/2021,6
category_2,88007,8/3/2021,9
category_7,709751,10/27/2021,7
category_8,661781,3/3/2021,1
category_1,24587,7/23/2021,6
category_5,532943,7/20/2021,1
category_2,711383,7/27/2021,24
category_2,33845,8/3/2021,5
category_5,663143,8/3/2021,6
category_8,661787,3/16/2021,3
category_2,20573,3/16/2021,11
category_2,78677,11/15/2021,1
category_2,33845,7/27/2021,45
category_6,255269,10/18/2021,4
category_2,673367,7/23/2021,1
category_1,707747,11/23/2021,26
category_8,596207,10/14/2021,4
category_2,709637,7/28/2021,3
category_6,692831,7/29/2021,8
category_1,688361,3/18/2021,2
category_2,711371,3/16/2021,2
category_8,661781,3/4/2021,2
category_2,602639,8/3/2021,3
category_5,609011,3/18/2021,8
category_7,20093,10/3/2021,16
category_6,692825,7/21/2021,2
category_1,11519,7/20/2021,46
category_2,88007,11/23/2021,26
category_2,585071,11/23/2021,2
category_1,707747,10/18/2021,8
category_1,696443,10/14/2021,12
category_4,668759,10/28/2021,7
category_1,97307,3/4/2021,4
category_1,688343,7/21/2021,7
category_1,688343,3/3/2021,15
category_1,28319,3/3/2021,4
category_2,29075,10/3/2021,5
category_8,11675,10/3/2021,3
category_2,543389,10/18/2021,3
category_4,82193,10/27/2021,53
category_8,596207,10/18/2021,8
category_2,27161,10/14/2021,6
category_2,58361,5/9/2021,10
category_7,29627,3/16/2021,10
category_4,163709,3/18/2021,14
category_2,114677,7/21/2021,4
category_3,698075,11/23/2021,10
category_5,663143,7/29/2021,11
category_7,105545,3/16/2021,6
category_2,115043,11/16/2021,3
category_2,266135,3/18/2021,2
category_4,82193,3/3/2021,63
category_7,566891,3/3/2021,25
category_5,570311,10/3/2021,17
category_6,255353,8/3/2021,4
category_2,585071,8/15/2021,6
category_2,558617,3/4/2021,7
category_1,703307,5/9/2021,7
category_2,585071,7/20/2021,3
category_3,88211,7/20/2021,7
category_7,24443,7/27/2021,2
category_1,705797,7/20/2021,1
category_3,711035,7/29/2021,2
category_1,503711,10/28/2021,3
category_5,663143,10/28/2021,5
category_7,566891,11/3/2021,9
category_1,696443,11/23/2021,7
category_1,97307,3/3/2021,4
category_3,698075,3/4/2021,9
category_6,255353,3/4/2021,8
category_2,602639,3/4/2021,1
category_8,11675,10/28/2021,4
category_5,609011,11/16/2021,6
category_3,25229,11/15/2021,25
category_3,698075,7/29/2021,10
category_1,707747,7/21/2021,3
category_2,33845,7/21/2021,18
category_5,608483,10/18/2021,5
category_1,703307,11/16/2021,8
category_4,163709,8/3/2021,7
category_8,565025,10/28/2021,2
category_7,24443,11/16/2021,9
category_1,703307,7/29/2021,6
category_1,688349,10/28/2021,12
category_7,105545,10/27/2021,2
category_7,184589,10/27/2021,7
category_3,11279,10/3/2021,4
category_2,43847,7/28/2021,2
category_8,661787,10/18/2021,6
category_7,566891,3/4/2021,25
category_1,24587,3/3/2021,14
category_7,28445,3/16/2021,18
category_1,24587,3/18/2021,10
category_4,557711,10/3/2021,34
category_1,503711,7/27/2021,16
category_6,255281,5/9/2021,4
category_5,664721,10/27/2021,9
category_6,692843,7/28/2021,1
category_7,24443,11/23/2021,8
category_2,557423,7/23/2021,1
category_6,255377,10/28/2021,3
category_2,144089,10/3/2021,2
category_6,692825,11/23/2021,4
category_1,696443,3/18/2021,5
category_7,20093,8/3/2021,8
category_3,112991,10/3/2021,109
category_2,696323,11/3/2021,2
category_1,711401,5/9/2021,1
category_2,602639,10/27/2021,9
category_8,661787,11/16/2021,18
category_3,698075,7/21/2021,3
category_6,255293,7/27/2021,3
category_5,664721,3/16/2021,12
category_2,114677,11/15/2021,23
category_7,28445,5/9/2021,17
category_3,707075,3/16/2021,9
category_7,20093,3/4/2021,8
category_1,57983,7/21/2021,7
category_1,699839,11/16/2021,1
category_8,650207,10/14/2021,3
category_1,688379,11/23/2021,1
category_7,184589,8/15/2021,21
category_5,609011,10/18/2021,16
category_1,698633,7/23/2021,9
category_1,28271,11/15/2021,1
category_2,15701,3/11/2021,1
category_1,24587,3/11/2021,38
category_3,58955,8/3/2021,43
category_8,705365,5/9/2021,7
category_2,543389,8/3/2021,12
category_1,28271,10/28/2021,2
category_2,26279,7/28/2021,8
category_2,266135,11/23/2021,3
category_2,557423,7/20/2021,3
category_2,20573,8/15/2021,285
category_2,673367,11/3/2021,2
category_1,97307,3/18/2021,4
category_3,11279,7/29/2021,8
category_1,16079,3/18/2021,4
category_7,29627,5/9/2021,1
category_7,28445,3/3/2021,27
category_5,609011,11/15/2021,9
category_2,577277,8/15/2021,9
category_5,609011,7/20/2021,12
category_2,557423,3/18/2021,1
category_6,255329,7/23/2021,7
category_8,565025,10/14/2021,2
category_6,255275,7/20/2021,4
category_2,711371,3/3/2021,7
category_1,707549,7/27/2021,3
category_2,174911,10/28/2021,2
category_7,709751,10/3/2021,4
category_4,683195,10/14/2021,7
category_4,683195,3/18/2021,2
category_6,255293,5/9/2021,4
category_5,24527,11/3/2021,48
category_1,707747,7/23/2021,31
category_6,255281,10/27/2021,7
category_1,28319,10/18/2021,8
category_4,82193,11/3/2021,38
category_6,255389,10/14/2021,2
category_2,673367,10/3/2021,1
category_1,97307,7/23/2021,7
category_3,707075,7/28/2021,3
category_2,174911,5/9/2021,2
category_6,692831,3/18/2021,2
category_1,252821,5/9/2021,3
category_2,73535,10/27/2021,5
category_4,557711,5/9/2021,28
category_7,29627,3/18/2021,23
category_2,43847,11/16/2021,2
category_6,692861,3/11/2021,5
category_2,558617,10/27/2021,31
category_6,692861,11/3/2021,7
category_7,19949,10/28/2021,4
category_6,255299,7/27/2021,2
category_1,704297,10/14/2021,1
category_1,707747,3/16/2021,6
category_5,608483,7/21/2021,7
category_5,24527,11/16/2021,56
category_1,28271,7/28/2021,10
category_6,255257,3/11/2021,5
category_1,16079,7/28/2021,2
category_3,711035,10/18/2021,18
category_2,673367,3/18/2021,2
category_1,696443,7/23/2021,3
category_2,43847,11/23/2021,1
category_8,583109,5/9/2021,5
category_6,568793,11/16/2021,1
category_6,255269,10/28/2021,2
category_6,255293,10/14/2021,2
category_2,13871,11/3/2021,8
category_2,558617,7/23/2021,2
category_6,255389,5/9/2021,6
category_6,255353,10/3/2021,7
category_2,114677,7/20/2021,5
category_6,692843,3/3/2021,3
category_1,688349,3/4/2021,13
category_2,673367,10/28/2021,3
category_5,532943,10/27/2021,6
category_2,26279,10/18/2021,5
category_2,114677,11/23/2021,49
category_8,661781,11/15/2021,7
category_6,255269,3/11/2021,4
category_8,15845,10/18/2021,4
category_2,114677,7/29/2021,2
category_5,664721,7/21/2021,17
category_6,634043,10/3/2021,1
category_7,566891,7/21/2021,13
category_6,255257,7/28/2021,5
category_4,557711,7/20/2021,32
category_5,24527,8/15/2021,52
category_2,558617,3/11/2021,15
category_7,19949,7/21/2021,15
category_2,73535,11/15/2021,8
category_1,252821,3/4/2021,3
category_1,707549,11/23/2021,24
category_2,711371,3/4/2021,14
category_4,683195,11/23/2021,3
category_1,688361,10/3/2021,3
category_3,112991,10/28/2021,150
category_1,699839,10/3/2021,5
category_2,116279,3/16/2021,12
category_2,73535,3/11/2021,11
category_2,88007,7/28/2021,10
category_2,115043,8/15/2021,3
category_2,115043,3/3/2021,9
category_1,704297,10/28/2021,10
category_2,92483,8/15/2021,2
category_6,255389,3/16/2021,7
category_6,255281,3/4/2021,3
category_6,255329,11/16/2021,4
category_8,15845,7/20/2021,50
category_2,174911,3/11/2021,2
category_1,79691,11/3/2021,43
category_3,112991,7/28/2021,121
category_6,692843,11/23/2021,5
category_2,26279,7/27/2021,1
category_2,26279,10/3/2021,22
category_3,112991,8/15/2021,30
category_6,692831,11/16/2021,3
category_6,634043,10/28/2021,1
category_5,24527,8/3/2021,9
category_1,707549,7/29/2021,3
category_2,557405,7/21/2021,2
category_1,688349,7/21/2021,3
category_6,692825,7/20/2021,4
category_3,711035,10/27/2021,25
category_6,255257,5/9/2021,3
category_8,650207,10/27/2021,4
category_6,255335,7/23/2021,4
category_2,543389,10/28/2021,4
category_2,66041,8/3/2021,1
category_1,711401,3/3/2021,3
category_6,255371,10/27/2021,2
category_2,33845,3/11/2021,14
category_2,116279,7/23/2021,4
category_6,255377,11/3/2021,2
category_4,668759,3/4/2021,12
category_1,79691,7/29/2021,24
category_1,704297,10/27/2021,1
category_5,532943,7/29/2021,6
category_6,255293,10/3/2021,3
category_4,557711,11/23/2021,80
category_7,105545,7/23/2021,2
category_1,707549,10/3/2021,2
category_5,664721,11/15/2021,8
category_2,557423,7/27/2021,6
category_3,87977,7/29/2021,7
category_8,661787,11/15/2021,8
category_2,558617,10/14/2021,6
category_4,163709,11/23/2021,8
category_2,543389,7/28/2021,10
category_6,255293,7/23/2021,1
category_2,21485,10/18/2021,16
category_2,174911,11/3/2021,1
category_1,28271,7/21/2021,6
category_1,24587,11/3/2021,13
category_2,58361,7/20/2021,48
category_2,13871,3/3/2021,37
category_1,707549,3/18/2021,5
category_6,255335,5/9/2021,5
category_8,705371,10/18/2021,5
category_2,20573,8/3/2021,154
category_2,73535,7/21/2021,7
category_1,25667,7/27/2021,5
category_2,58361,7/23/2021,2
category_2,696323,10/28/2021,5
category_1,97307,11/16/2021,2
category_4,163709,3/11/2021,11
category_2,266135,7/20/2021,1
category_4,668759,7/29/2021,7
category_1,698633,10/14/2021,15
category_3,11279,11/15/2021,4
category_2,20573,10/18/2021,12
category_6,255353,3/11/2021,4
category_3,698075,10/3/2021,8
category_1,688343,8/15/2021,7
category_2,711383,3/4/2021,17
category_7,566891,10/28/2021,6
category_1,688379,3/11/2021,2
category_2,577277,11/15/2021,2
category_2,29075,7/20/2021,2
category_6,255269,10/3/2021,4
category_6,255335,3/11/2021,2
category_5,609011,3/16/2021,55
category_2,174911,7/28/2021,3
category_5,663143,3/11/2021,3
category_1,24587,7/27/2021,4
category_1,28319,7/29/2021,3
category_2,116279,3/18/2021,8
category_1,57983,11/16/2021,5
category_2,92483,3/4/2021,2
category_5,532943,10/18/2021,1
category_2,92483,10/28/2021,6
category_4,82193,8/15/2021,80
category_2,266135,11/3/2021,3
category_8,565025,3/4/2021,14
category_3,87977,10/14/2021,5
category_2,602639,10/3/2021,14
category_2,43847,10/28/2021,4
category_2,20573,7/27/2021,2
category_2,696323,11/15/2021,1
category_2,29075,7/23/2021,2
category_1,97307,7/21/2021,3
category_3,25229,7/27/2021,7
category_6,255275,7/28/2021,2
category_2,557423,10/18/2021,3
category_1,688343,10/27/2021,22
category_1,705797,7/27/2021,2
category_6,255353,7/29/2021,5
category_2,88007,7/20/2021,17
category_2,557423,7/28/2021,6
category_1,97307,3/16/2021,3
category_7,19949,10/27/2021,4
category_2,557405,3/3/2021,3
category_3,88211,11/3/2021,4
category_2,20573,3/18/2021,8
category_2,27161,10/27/2021,3
category_7,105545,11/23/2021,6
category_8,565025,7/28/2021,3
category_5,608483,8/15/2021,7
category_8,650207,3/11/2021,3
category_4,163709,5/9/2021,7
category_2,20573,7/29/2021,3
category_1,703307,7/28/2021,4
category_2,602639,3/3/2021,5
category_1,688343,7/23/2021,4
category_2,709637,7/21/2021,6
category_6,255293,11/16/2021,2
category_1,703307,11/3/2021,11
category_1,696443,3/3/2021,3
category_8,11675,11/3/2021,2
category_1,11519,3/18/2021,138
category_4,683195,10/28/2021,14
category_2,711383,8/3/2021,11
category_5,570311,10/27/2021,17
category_2,709637,3/3/2021,8
category_2,116279,3/3/2021,8
category_4,683195,7/21/2021,4
category_1,711401,3/18/2021,2
category_7,105545,7/21/2021,4
category_2,711383,11/15/2021,11
category_2,13871,10/14/2021,12
category_1,11519,10/14/2021,108
category_1,688379,8/15/2021,2
category_6,692831,3/11/2021,2
category_6,692825,7/27/2021,4
category_4,163709,10/3/2021,6
category_1,16079,10/14/2021,3
category_6,692831,10/27/2021,4
category_2,78677,11/23/2021,2
category_3,87977,3/16/2021,9
category_5,608483,7/23/2021,1
category_7,19949,3/4/2021,4
category_2,557423,7/29/2021,1
category_6,255389,10/18/2021,4
category_2,711371,8/15/2021,4
category_6,568793,10/3/2021,6
category_2,670715,10/14/2021,2
category_1,57983,3/11/2021,19
category_6,692861,8/3/2021,8
category_1,688379,3/3/2021,1
category_5,24527,7/29/2021,48
category_3,711035,11/16/2021,23
category_1,698633,7/28/2021,16
category_6,255371,10/3/2021,1
category_2,78677,7/29/2021,1
category_1,503711,3/3/2021,9
category_2,20573,3/11/2021,11
category_8,596207,3/16/2021,2
category_1,703307,3/18/2021,7
category_7,566891,7/20/2021,1
category_2,21485,10/28/2021,8
category_4,82193,7/23/2021,33
category_2,39821,7/20/2021,5
category_2,266135,10/14/2021,3
category_4,557711,8/15/2021,18
category_2,558617,7/27/2021,18
category_3,88211,3/3/2021,2
category_6,255329,8/3/2021,60
category_3,58955,3/3/2021,12
category_2,711383,11/16/2021,12
category_1,703307,3/3/2021,8
category_7,29627,10/27/2021,10
category_8,661781,3/18/2021,1
category_2,39821,10/3/2021,10
category_7,29627,8/3/2021,18
category_7,184589,3/16/2021,15
category_2,58361,10/14/2021,1
category_1,57983,3/16/2021,8
category_6,255257,7/27/2021,6
category_8,661781,11/23/2021,7
category_1,688361,8/3/2021,2
category_2,43847,3/3/2021,2
category_2,13871,3/16/2021,22
category_2,115043,7/28/2021,2
category_1,705797,7/23/2021,1
category_1,503711,3/4/2021,7
category_6,634043,11/15/2021,5
category_6,692843,8/15/2021,2
category_7,105545,11/15/2021,2
category_1,28319,7/20/2021,5
category_8,705365,10/14/2021,1
category_3,112991,10/14/2021,43
category_3,88211,7/28/2021,2
category_2,92483,11/23/2021,4
category_1,688343,10/18/2021,8
category_6,255371,7/23/2021,3
category_6,255317,7/23/2021,2
category_2,13871,8/15/2021,10
category_1,698633,7/27/2021,2
category_7,28445,3/18/2021,14
category_2,13871,3/11/2021,9
category_5,664721,10/3/2021,6
category_2,27161,7/23/2021,8
category_1,252821,7/28/2021,3
category_2,174911,3/16/2021,5
category_1,704297,11/23/2021,3
category_5,609011,10/14/2021,4
category_6,255281,10/18/2021,4
category_6,255371,11/23/2021,1
category_5,570311,3/16/2021,13
category_1,24587,10/3/2021,5
category_2,577277,3/4/2021,3
category_2,33845,10/28/2021,1
category_1,11519,7/29/2021,44
category_4,163709,7/29/2021,13
category_7,709751,11/23/2021,8
category_1,79691,11/15/2021,16
category_5,24527,11/23/2021,23
category_1,707549,3/16/2021,7
category_3,707075,7/21/2021,6
category_1,704297,3/3/2021,2
category_2,709637,10/28/2021,4
category_1,97307,7/29/2021,4
category_6,692831,11/15/2021,4
category_1,688349,7/28/2021,14
category_1,11519,8/15/2021,84
category_1,698633,3/18/2021,3
category_7,28445,7/21/2021,42
category_2,26279,7/29/2021,1
category_6,568793,3/4/2021,4
category_2,144089,3/3/2021,5
category_3,88211,10/14/2021,1
category_6,634043,8/3/2021,5
category_1,707747,11/3/2021,4
category_2,557405,3/11/2021,1
category_6,255377,11/15/2021,3
category_2,92483,3/3/2021,6
category_8,705365,3/18/2021,3
category_4,163709,3/16/2021,19
category_3,88211,10/28/2021,1
category_6,255335,3/4/2021,4
category_1,252821,7/27/2021,3
category_1,698633,11/16/2021,9
category_7,24443,10/3/2021,12
category_2,174911,7/29/2021,3
category_6,692843,7/29/2021,4
category_5,43487,10/3/2021,2
category_2,174911,10/18/2021,3
category_8,650207,7/23/2021,5
category_7,24443,10/14/2021,1
category_1,688349,3/16/2021,5
category_1,688349,10/3/2021,3
category_2,174911,11/16/2021,2
category_2,66041,11/3/2021,5
category_6,255335,11/15/2021,6
category_1,707747,7/28/2021,6
category_2,21485,7/23/2021,6
category_1,252821,7/21/2021,1
category_4,163709,7/21/2021,3
category_2,711371,11/3/2021,3
category_6,255353,10/28/2021,2
category_8,661781,10/27/2021,10
category_1,24587,7/29/2021,7
category_4,683195,11/16/2021,7
category_1,79691,10/28/2021,19
category_2,58361,10/28/2021,5
category_6,255269,7/28/2021,2
category_7,105545,10/18/2021,10
category_8,661781,10/3/2021,6
category_5,570311,11/23/2021,3
category_6,568793,3/18/2021,1
category_2,27161,8/3/2021,8
category_5,664721,7/28/2021,17
category_6,255257,11/16/2021,5
category_7,24443,10/18/2021,10
category_5,663143,10/27/2021,3
category_2,114677,7/27/2021,3
category_7,24443,7/28/2021,19
category_2,585071,7/28/2021,2
category_6,255389,8/3/2021,7
category_7,29627,3/3/2021,38
category_1,28319,3/16/2021,6
category_6,255257,10/14/2021,1
category_6,255377,10/14/2021,2
category_2,709637,8/15/2021,1
category_4,683195,5/9/2021,13
category_8,583109,10/27/2021,6
category_7,24443,7/29/2021,9
category_1,688343,11/16/2021,7
category_2,116279,7/20/2021,17
category_2,13871,10/28/2021,8
category_8,596207,8/15/2021,15
category_8,596207,10/27/2021,7
category_6,255311,7/20/2021,8
category_6,692861,7/27/2021,5
category_2,29075,3/4/2021,3
category_8,661787,5/9/2021,8
category_2,557405,11/23/2021,3
category_6,255269,11/23/2021,2
category_6,255299,3/16/2021,2
category_6,692861,7/21/2021,7
category_8,705371,11/23/2021,4
category_5,24527,3/11/2021,52
category_2,673367,11/16/2021,3
category_5,532943,10/28/2021,2
category_5,608483,3/18/2021,2
category_1,704297,3/11/2021,5
category_2,711371,10/27/2021,7
category_4,668759,10/27/2021,10
category_8,596207,10/28/2021,6
category_1,11519,3/3/2021,160
category_1,97307,7/27/2021,3
category_5,532943,8/3/2021,5
category_6,255275,10/3/2021,3
category_2,577277,3/3/2021,4
category_1,97307,10/3/2021,9
category_6,255299,11/16/2021,3
category_2,696323,8/3/2021,3
category_1,688343,7/28/2021,12
category_1,688379,11/3/2021,6
category_1,688349,3/3/2021,7
category_6,255311,10/27/2021,13
category_5,609011,10/3/2021,19
category_1,703307,10/3/2021,15
category_2,13871,10/3/2021,26
category_4,82193,7/21/2021,37
category_2,266135,11/15/2021,1
category_6,255311,3/3/2021,13
category_1,503711,7/23/2021,7
category_1,79691,7/23/2021,32
category_4,163709,7/23/2021,6
category_2,92483,3/16/2021,2
category_1,711401,10/14/2021,3
category_1,24587,11/23/2021,9
category_3,711035,3/3/2021,3
category_2,26279,10/14/2021,8
category_2,58361,10/3/2021,1
category_4,668759,11/16/2021,14
category_1,503711,8/3/2021,2
category_6,568793,3/3/2021,3
category_2,78677,11/3/2021,2
category_2,27161,3/4/2021,15
category_6,255299,10/28/2021,5
category_2,39821,7/23/2021,6
category_4,557711,11/16/2021,28
category_2,585071,8/3/2021,6
category_3,58955,11/23/2021,30
category_2,709637,11/3/2021,4
category_1,698633,10/3/2021,8
category_8,583109,7/27/2021,3
category_1,24587,10/28/2021,13
category_5,43487,5/9/2021,55
category_1,704297,10/18/2021,6
category_2,43847,10/27/2021,9
category_1,705797,11/15/2021,7
category_2,585071,3/3/2021,6
category_2,92483,11/16/2021,3
category_2,673367,10/18/2021,5
category_7,566891,7/27/2021,8
category_8,705371,3/16/2021,3
category_7,184589,3/11/2021,39
category_7,28445,11/15/2021,9
category_2,21485,10/14/2021,3
category_2,13871,11/16/2021,21
category_7,29627,7/21/2021,38
category_7,709751,10/14/2021,6
category_2,670715,8/15/2021,4
category_3,88211,3/16/2021,6
category_5,608483,8/3/2021,11
category_4,557711,7/23/2021,2
category_2,66041,7/27/2021,3
category_8,596207,11/3/2021,4
category_1,503711,11/15/2021,6
category_2,58361,8/15/2021,1
category_4,668759,11/23/2021,25
category_6,255275,10/18/2021,4
category_3,58955,11/16/2021,8
category_5,663143,3/18/2021,12
category_2,709637,11/15/2021,10
category_2,116279,10/27/2021,14
category_2,13871,10/27/2021,12
category_3,112991,11/23/2021,74
category_2,13871,7/29/2021,46
category_2,58361,7/29/2021,6
category_7,24443,3/4/2021,10
category_2,543389,3/11/2021,2
category_6,255377,7/28/2021,2
category_2,585071,11/15/2021,5
category_1,16079,3/3/2021,2
category_6,255389,3/11/2021,6
category_2,115043,7/20/2021,4
category_6,255329,3/3/2021,24
category_8,661781,11/3/2021,4
category_7,105545,10/14/2021,44
category_3,112991,7/23/2021,69
category_1,25667,7/29/2021,3
category_2,92483,7/29/2021,4
category_6,692861,7/29/2021,10
category_2,711383,10/27/2021,27
category_2,73535,10/3/2021,5
category_1,688343,11/15/2021,10
category_2,73535,10/28/2021,4
category_1,696443,10/27/2021,8
category_4,82193,3/18/2021,56
category_1,707747,3/11/2021,11
category_5,532943,11/16/2021,16
category_2,543389,7/27/2021,5
category_1,705797,11/23/2021,7
category_2,66041,3/3/2021,13
category_2,78677,3/16/2021,22
category_3,58955,11/15/2021,15
category_2,543389,5/9/2021,4
category_5,608483,7/28/2021,1
category_8,583109,3/3/2021,4
category_2,33845,5/9/2021,4
category_2,144089,11/15/2021,3
category_6,255299,3/3/2021,5
category_2,43847,7/23/2021,1
category_2,558617,11/23/2021,7
category_3,25229,3/4/2021,147
category_5,24527,3/18/2021,31
category_7,28445,8/3/2021,29
category_2,709637,3/4/2021,5
category_1,696443,10/28/2021,4
category_2,29075,11/23/2021,2
category_4,683195,7/27/2021,3
category_7,184589,7/27/2021,38
category_2,696323,3/11/2021,4
category_1,711401,10/28/2021,2
category_6,692825,3/4/2021,1
category_2,114677,11/16/2021,15
category_7,566891,10/18/2021,2
category_1,28319,5/9/2021,6
category_5,664721,8/3/2021,4
category_3,58955,3/11/2021,5
category_8,583109,8/3/2021,3
category_6,255389,11/3/2021,7
category_2,577277,7/29/2021,1
category_4,82193,11/23/2021,58
category_8,661781,10/14/2021,3
category_2,585071,10/14/2021,1
category_1,252821,8/15/2021,1
category_3,25229,10/27/2021,18
category_7,566891,8/15/2021,6
category_3,25229,10/14/2021,16
category_8,661787,7/20/2021,4
category_7,19949,7/20/2021,11
category_2,711383,8/15/2021,22
category_2,20573,3/3/2021,15
category_8,596207,11/16/2021,4
category_8,661787,10/14/2021,4
category_2,696323,7/23/2021,4
category_1,707549,5/9/2021,6
category_7,105545,3/11/2021,4
category_1,704297,3/16/2021,2
category_8,15845,3/16/2021,5
category_8,596207,7/29/2021,5
category_2,711371,7/20/2021,4
category_1,57983,3/18/2021,4
category_1,57983,7/28/2021,5
category_2,116279,11/15/2021,4
category_6,255389,3/18/2021,6
category_1,711401,7/21/2021,5
category_2,27161,3/16/2021,5
category_1,688349,10/14/2021,8
category_5,43487,3/11/2021,1
category_6,255377,11/16/2021,1
category_3,87977,7/21/2021,1
category_3,58955,8/15/2021,21
category_2,174911,7/23/2021,3
category_2,29075,10/18/2021,3
category_8,705371,7/27/2021,3
category_6,634043,11/3/2021,1
category_4,668759,8/15/2021,3
category_8,705371,7/29/2021,2
category_1,688349,5/9/2021,10
category_3,11279,7/21/2021,9
category_3,112991,3/4/2021,109
category_2,709637,8/3/2021,2
category_5,532943,8/15/2021,2
category_2,29075,10/27/2021,4
category_5,664721,7/23/2021,23
category_3,25229,7/29/2021,28
category_6,255299,11/15/2021,4
category_5,570311,7/23/2021,7
category_6,255317,3/11/2021,2
category_6,692861,3/3/2021,12
category_1,705797,3/18/2021,3
category_2,88007,3/18/2021,12
category_6,255353,7/23/2021,3
category_2,711371,11/23/2021,5
category_2,711383,3/11/2021,27
category_1,16079,10/27/2021,2
category_5,608483,11/23/2021,6
category_8,596207,11/15/2021,2
category_7,184589,7/21/2021,8
category_6,255257,7/21/2021,3
category_7,105545,7/27/2021,5
category_1,79691,10/18/2021,26
category_5,24527,10/28/2021,2
category_5,43487,7/23/2021,21
category_2,114677,11/3/2021,19
category_2,709637,7/27/2021,6
category_6,255335,3/16/2021,5
category_2,557423,5/9/2021,3
category_3,711035,7/20/2021,17
category_7,105545,3/18/2021,33
category_2,27161,11/15/2021,10
category_7,19949,11/23/2021,5
category_6,255269,7/21/2021,3
